DATE,Per Capita,Immigration Count,Inflation,Construction,Purchasing,Rent,Target
2011-01-01,8487.532091666666,132408.66666666666,0.4355083333333334,2713.5930000000003,45.4,537.847,139.04
2011-02-01,16975.064183333332,264817.3333333333,0.8710166666666668,2727.774,45.2,539.376,137.735
2011-03-01,25462.596274999996,397226.0,1.3065250000000002,2764.7799999999997,44.7,540.222,137.78799999999998
2011-04-01,33950.128366666664,529634.6666666666,1.7420333333333335,2776.9219999999996,44.5,540.8330000000001,139.16
2011-05-01,42437.66045833333,662043.3333333333,2.177541666666667,2778.8089999999997,44.3,542.069,140.694
2011-06-01,50925.19254999999,794452.0,2.6130500000000003,2792.23,44.3,543.811,141.946
2011-07-01,59412.72464166666,926860.6666666666,3.0485583333333337,2798.1630000000005,44.3,545.046,142.343
2011-08-01,67900.25673333333,1059269.3333333333,3.484066666666667,2795.9330000000004,44.1,546.874,141.787
2011-09-01,76387.788825,1191678.0,3.9195750000000005,2796.5089999999996,44.1,547.929,140.16899999999998
2011-10-01,84875.32091666666,1324086.6666666665,4.355083333333334,2798.3549999999996,44.2,548.0160000000001,138.411
2011-11-01,93362.85300833333,1456495.3333333333,4.790591666666668,2792.558,44.2,548.609,136.667
2011-12-01,101850.38509999998,1588904.0,5.226100000000001,2795.789,44.3,549.676,135.168
2012-01-01,8756.295525,142503.83333333334,0.29450833333333337,2813.643,44.1,550.983,134.168
2012-02-01,17512.59105,285007.6666666667,0.5890166666666667,2830.206,43.9,551.59,133.997
2012-03-01,26268.886574999997,427511.5,0.8835250000000001,2831.1739999999995,43.6,552.455,135.865
2012-04-01,35025.1821,570015.3333333334,1.1780333333333335,2830.5940000000005,43.5,553.4490000000001,138.471
2012-05-01,43781.477625,712519.1666666667,1.4725416666666669,2835.3450000000003,43.5,554.5219999999999,141.048
2012-06-01,52537.77314999999,855023.0,1.7670500000000002,2829.826,43.6,556.9590000000001,143.16899999999998
2012-07-01,61294.068674999995,997526.8333333334,2.0615583333333336,2820.5869999999995,43.6,557.829,144.282
2012-08-01,70050.3642,1140030.6666666667,2.356066666666667,2822.1899999999996,43.4,558.989,144.705
2012-09-01,78806.65972499999,1282534.5,2.6505750000000003,2820.4649999999997,43.2,560.2439999999999,144.358
2012-10-01,87562.95525,1425038.3333333335,2.9450833333333337,2807.7470000000003,43.2,560.929,143.968
2012-11-01,96319.250775,1567542.1666666667,3.239591666666667,2815.5809999999997,43.4,561.9739999999999,143.961
2012-12-01,105075.54629999999,1710046.0,3.5341000000000005,2820.282,43.6,563.211,143.869
2013-01-01,9034.581458333334,144286.75,0.25725000000000003,2843.8750000000005,43.4,565.0319999999999,144.313
2013-02-01,18069.162916666668,288573.5,0.5145000000000001,2855.961,43.1,566.776,145.16299999999998
2013-03-01,27103.744375000002,432860.25,0.7717500000000002,2868.1090000000004,43.0,567.646,147.96200000000002
2013-04-01,36138.325833333336,577147.0,1.0290000000000001,2874.8579999999993,43.0,567.983,150.969
2013-05-01,45172.90729166667,721433.75,1.2862500000000001,2870.095,42.9,569.79,153.86
2013-06-01,54207.488750000004,865720.5,1.5435000000000003,2872.268,42.8,571.92,156.428
2013-07-01,63242.07020833334,1010007.25,1.8007500000000003,2876.779,42.8,573.0630000000001,158.28799999999998
2013-08-01,72276.65166666667,1154294.0,2.0580000000000003,2878.2349999999997,42.8,574.2860000000001,159.39600000000002
2013-09-01,81311.233125,1298580.75,2.3152500000000003,2882.644,42.7,575.577,159.675
2013-10-01,90345.81458333334,1442867.5,2.5725000000000002,2884.0170000000003,42.8,575.6859999999999,159.558
2013-11-01,99380.39604166668,1587154.25,2.82975,2888.904,42.9,576.361,159.365
2013-12-01,108414.97750000001,1731441.0,3.0870000000000006,2900.8039999999996,42.9,577.1700000000001,159.282
2014-01-01,9323.881608333335,128482.41666666667,0.14506666666666668,2950.0989999999993,42.8,579.441,159.37
